symbol,timeframe,signal_bartime,direction,status,skip_reason,entry_time,exit_time,entry_price,sl_price,r_result,gross_r,cost_r,bar_mae_r,bar_mfe_r,holding_bars,ambiguous_bars,tp_hits,sl_leg_hits,leg_count
US30,H4,2018-04-19 09:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-04-24 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-04-24 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-04-26 13:00:00,BUY,closed,,2018-04-26 17:00:00,2018-05-01 05:00:00,24300.0,24124.0,-1.0,-1.0,0.0,1.0284090909090908,1.2159090909090908,15,0,[],1,1
US30,H4,2018-04-30 18:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-05-04 13:00:00,BUY,closed,,2018-05-04 17:00:00,2018-05-10 13:00:00,24209.0,23767.0,1.050547697505299,1.050547697505299,0.0,0.038461538461538464,1.3122171945701357,24,0,[1],0,1
US30,H4,2018-05-15 09:00:00,SELL,closed,,2018-05-15 13:00:00,2018-05-20 22:00:00,24757.0,24902.0,-1.0,-1.0,0.0,1.4551724137931035,0.8551724137931035,21,0,[],1,1
US30,H4,2018-05-17 21:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-05-18 09:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-05-21 02:00:00,BUY,closed,,2018-05-21 06:00:00,2018-05-22 17:00:00,24954.0,24925.0,-1.0,-1.0,0.0,4.551724137931035,4.862068965517241,10,0,[],1,1
US30,H4,2018-05-22 17:00:00,SELL,closed,,2018-05-22 21:00:00,2018-05-23 05:00:00,24858.0,24992.0,1.4611202606088023,1.4611202606088023,0.0,0.03731343283582089,1.4701492537313432,3,0,[1],0,1
US30,H4,2018-05-25 01:00:00,BUY,closed,,2018-05-25 05:00:00,2018-05-25 05:00:00,24885.0,24831.0,-1.0,-1.0,0.0,1.0740740740740742,0.16666666666666666,1,0,[],1,1
US30,H4,2018-05-25 09:00:00,SELL,closed,,2018-05-25 13:00:00,2018-05-29 13:00:00,24751.0,24910.0,1.4894444203786201,1.4894444203786201,0.0,0.6855345911949685,2.9056603773584904,12,0,[1],0,1
US30,H4,2018-05-28 02:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-05-28 10:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-05-30 13:00:00,BUY,closed,,2018-05-30 17:00:00,2018-05-31 13:00:00,24656.0,24459.0,-1.0,-1.0,0.0,1.3248730964467006,0.36548223350253806,6,0,[],1,1
US30,H4,2018-05-31 13:00:00,SELL,closed,,2018-05-31 17:00:00,2018-06-03 22:00:00,24478.0,24693.0,-1.0,-1.0,0.0,1.0325581395348837,0.5627906976744186,8,0,[],1,1
US30,H4,2018-06-01 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-06-13 13:00:00,SELL,closed,,2018-06-13 17:00:00,2018-06-14 05:00:00,25324.0,25393.0,1.9731989266813574,1.9731989266813574,0.0,0.4492753623188406,2.550724637681159,4,0,[1],0,1
US30,H4,2018-06-29 01:00:00,BUY,closed,,2018-06-29 05:00:00,2018-07-01 22:00:00,24357.0,24210.0,-1.0,-1.0,0.0,1.0748299319727892,1.0272108843537415,5,0,[],1,1
US30,H4,2018-07-02 02:00:00,SELL,closed,,2018-07-02 06:00:00,2018-07-03 01:00:00,24102.0,24343.0,-1.0,-1.0,0.0,1.1452282157676348,0.25311203319502074,6,0,[],1,1
US30,H4,2018-07-02 18:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-07-03 17:00:00,SELL,closed,,2018-07-03 21:00:00,2018-07-04 01:00:00,24197.0,24224.0,-1.0,-1.0,0.0,1.7407407407407407,1.2222222222222223,2,0,[],1,1
US30,H4,2018-07-05 05:00:00,BUY,closed,,2018-07-05 09:00:00,2018-07-06 13:00:00,24258.0,24125.0,1.6394463186156656,1.6394463186156656,0.0,0.6616541353383458,1.9323308270676691,8,0,[1],0,1
US30,H4,2018-07-11 17:00:00,SELL,closed,,2018-07-11 21:00:00,2018-07-12 01:00:00,24722.0,24778.0,-1.0,-1.0,0.0,1.5535714285714286,0.5714285714285714,2,0,[],1,1
US30,H4,2018-07-12 09:00:00,BUY,closed,,2018-07-12 13:00:00,2018-07-17 13:00:00,24905.0,24781.0,1.822747641586184,1.822747641586184,0.0,0.75,1.8709677419354838,19,0,[1],0,1
US30,H4,2018-07-19 09:00:00,SELL,closed,,2018-07-19 13:00:00,2018-07-20 01:00:00,25093.0,25164.0,2.0250414852185123,2.0250414852185123,0.0,0.7605633802816901,2.408450704225352,4,0,[1],0,1
US30,H4,2018-07-23 21:00:00,BUY,closed,,2018-07-24 01:00:00,2018-07-24 13:00:00,25094.0,25029.0,2.582923059388402,2.582923059388402,0.0,0.5692307692307692,2.9692307692307693,4,0,[1],0,1
US30,H4,2018-07-30 02:00:00,SELL,closed,,2018-07-30 06:00:00,2018-07-30 06:00:00,25389.0,25437.0,-1.0,-1.0,0.0,1.1875,0.020833333333333332,1,0,[],1,1
US30,H4,2018-07-31 13:00:00,BUY,closed,,2018-07-31 17:00:00,2018-08-01 17:00:00,25477.0,25295.0,-1.0,-1.0,0.0,1.098901098901099,0.07142857142857142,7,0,[],1,1
US30,H4,2018-08-01 13:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-08-03 13:00:00,BUY,closed,,2018-08-03 17:00:00,2018-08-07 13:00:00,25414.0,25297.0,1.6669394940041597,1.6669394940041597,0.0,0.3162393162393162,2.3846153846153846,12,0,[1],0,1
US30,H4,2018-08-08 21:00:00,SELL,closed,,2018-08-09 01:00:00,2018-08-09 01:00:00,25521.0,25553.0,-1.0,-1.0,0.0,1.65625,0.4375,1,0,[],1,1
US30,H4,2018-08-16 01:00:00,BUY,closed,,2018-08-16 05:00:00,2018-08-16 13:00:00,25287.0,25144.0,2.0053878671152976,2.0053878671152976,0.0,0.32167832167832167,2.13986013986014,3,0,[1],0,1
US30,H4,2018-08-22 17:00:00,SELL,closed,,2018-08-22 21:00:00,2018-08-24 13:00:00,25733.0,25804.0,-1.0,-1.0,0.0,1.323943661971831,1.8028169014084507,11,0,[],1,1
US30,H4,2018-08-24 13:00:00,BUY,closed,,2018-08-24 17:00:00,2018-08-27 10:00:00,25810.0,25697.0,1.3489866110809026,1.3489866110809026,0.0,0.3893805309734513,1.7256637168141593,5,0,[1],0,1
US30,H4,2018-08-30 05:00:00,SELL,closed,,2018-08-30 09:00:00,2018-08-31 09:00:00,26052.0,26111.0,2.2486330690348875,2.2486330690348875,0.0,0.847457627118644,2.2711864406779663,7,0,[1],0,1
US30,H4,2018-09-05 13:00:00,BUY,closed,,2018-09-05 17:00:00,2018-09-07 13:00:00,25955.0,25864.0,-1.0,-1.0,0.0,1.5274725274725274,1.4505494505494505,12,0,[],1,1
US30,H4,2018-09-07 09:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-09-09 22:00:00,BUY,closed,,2018-09-10 02:00:00,2018-09-10 14:00:00,25982.0,25924.0,-1.0,-1.0,0.0,1.8793103448275863,1.1896551724137931,4,0,[],1,1
US30,H4,2018-09-10 14:00:00,SELL,closed,,2018-09-10 18:00:00,2018-09-11 13:00:00,25903.0,26021.0,-1.0,-1.0,0.0,1.0084745762711864,1.2542372881355932,6,0,[],1,1
US30,H4,2018-09-11 13:00:00,BUY,closed,,2018-09-11 17:00:00,2018-09-18 17:00:00,26021.0,25745.0,0.9678286456809724,0.9678286456809724,0.0,0.322463768115942,1.1557971014492754,31,0,[1],0,1
US30,H4,2018-09-17 18:00:00,SELL,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-09-18 09:00:00,BUY,skipped,cluster_open,,,,,0.0,0.0,0.0,,,0,0,[],0,0
US30,H4,2018-09-24 14:00:00,SELL,closed,,2018-09-24 18:00:00,2018-09-25 09:00:00,26591.0,26684.0,-1.0,-1.0,0.0,1.1505376344086022,0.053763440860215055,5,0,[],1,1
US30,H4,2018-09-27 13:00:00,BUY,closed,,2018-09-27 17:00:00,2018-09-28 09:00:00,26558.0,26379.0,-1.0,-1.0,0.0,1.1899441340782122,0.0,5,0,[],1,1
US30,H4,2018-09-28 09:00:00,SELL,closed,,2018-09-28 13:00:00,2018-09-28 13:00:00,26387.0,26492.0,-1.0,-1.0,0.0,1.2571428571428571,0.11428571428571428,1,0,[],1,1
US30,H4,2018-09-28 17:00:00,BUY,closed,,2018-09-30 22:00:00,2018-10-02 13:00:00,26551.0,26420.0,1.7790961759393205,1.7790961759393205,0.0,0.0916030534351145,2.030534351145038,11,0,[1],0,1
US30,H4,2018-10-04 05:00:00,SELL,closed,,2018-10-04 09:00:00,2018-10-04 09:00:00,26747.0,26800.0,-1.0,-1.0,0.0,1.0188679245283019,0.39622641509433965,1,0,[],1,1
US30,H4,2018-10-16 09:00:00,BUY,closed,,2018-10-16 13:00:00,2018-10-16 17:00:00,25444.0,25269.0,2.124181385778876,2.124181385778876,0.0,0.10857142857142857,2.2457142857142856,2,0,[1],0,1
US30,H4,2018-10-18 13:00:00,SELL,closed,,2018-10-18 17:00:00,2018-10-23 09:00:00,25423.0,25712.0,1.405451882696813,1.405451882696813,0.0,0.6851211072664359,1.8788927335640138,17,0,[1],0,1
US30,H4,2018-10-24 09:00:00,BUY,closed,,2018-10-24 13:00:00,2018-10-24 13:00:00,25306.0,25038.0,-1.0,-1.0,0.0,1.4514925373134329,0.055970149253731345,1,0,[],1,1
US30,H4,2018-10-24 17:00:00,SELL,closed,,2018-10-24 21:00:00,2018-10-25 17:00:00,24710.0,25105.0,-1.0,-1.0,0.0,1.0227848101265822,0.2607594936708861,6,0,[],1,1
